,id,thread_title,reply_split,classification,reply_sub,reply_words,entity,entity_locs,spin,speed,hardness,tackiness,weight,control,throw angle,durability,blocking,looping,throw,specific_aspects_cnt,g_comparative_word_begin_idx,g_comparative,g_comparative_words,comparative_word_begin_idx,comparative,comparative_words,comparative_aspects
6851,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,   I like provincial but i am afraid that h3 -50 is significant slower in terms of speed.,comparative,   I like provincial but i am afraid that DHS-Hurricane-3 -50 is significant slower in terms of speed.,"['I', 'like', 'provincial', 'but', 'i', 'am', 'afraid', 'that', 'DHS-Hurricane-3', '-50', 'is', 'significant', 'slower', 'in', 'terms', 'of', 'speed', '.']",['DHS-Hurricane-3'],[39],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[65],['less'],['low'],[77],['less'],['slower'],['speed']
6879,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,In my opinion h3-50 more like tenegry with different top sheet and not like NEO H3.,comparative,In my opinion DHS-Hurricane-3-50 more like tenegry with different top sheet and not like DHS-NEO-Hurricane-3.,"['In', 'my', 'opinion', 'DHS-Hurricane-3-50', 'more', 'like', 'tenegry', 'with', 'different', 'top', 'sheet', 'and', 'not', 'like', 'DHS-NEO-Hurricane-3', '.']","['DHS-Hurricane-3-50', 'DHS-NEO-Hurricane-3']","[14, 89]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[20],['greater'],['more'],[],[],[],[]
6890,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,"Easier than the regular h3 neo, more forgiving, more dangerous on service.",comparative,"Easier than the regular DHS-Hurricane-3 neo, more forgiving, more dangerous on service.","['Easier', 'than', 'the', 'regular', 'DHS-Hurricane-3', 'neo', ',', 'more', 'forgiving', ',', 'more', 'dangerous', 'on', 'service', '.']",['DHS-Hurricane-3'],[24],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 32]","['greater', 'greater']","['easier', 'more']",[],[],[],[]
6932,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,because for example the memo 3 which is medium in hardness is wayyy softer than the h3-50 soft!,comparative,because for example the memo 3 which is medium in hardness is wayyy softer than the DHS-Hurricane-3-50 soft!,"['because', 'for', 'example', 'the', 'memo', '3', 'which', 'is', 'medium', 'in', 'hardness', 'is', 'wayyy', 'softer', 'than', 'the', 'DHS-Hurricane-3-50', 'soft', '!']",['DHS-Hurricane-3-50'],[84],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[68],['less'],['softer'],['hardness']
6959,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,The H3 feels harder by the touch.,comparative,The DHS-Hurricane-3 feels harder by the touch.,"['The', 'DHS-Hurricane-3', 'feels', 'harder', 'by', 'the', 'touch', '.']",['DHS-Hurricane-3'],[4],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[26],['greater'],['harder'],['hardness']
6976,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,None of the Neos come close to the softness.,comparative,None of the Stiga-Neos come close to the softness.,"['None', 'of', 'the', 'Stiga-Neos', 'come', 'close', 'to', 'the', 'softness', '.']",['Stiga-Neos'],[12],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[22],['equal'],['close to'],[],[],[],[]
6985,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,It is bouncier compared to my,comparative,It is bouncier compared to my,"['It', 'is', 'bouncier', 'compared', 'to', 'my']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[6],['greater'],['bouncier'],['speed']
6988,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,"most powerful among the Neos I have tried, it sure is the easiest to",comparative,"most powerful among the Stiga-Neos I have tried, it sure is the easiest to","['most', 'powerful', 'among', 'the', 'Stiga-Neos', 'I', 'have', 'tried', ',', 'it', 'sure', 'is', 'the', 'easiest', 'to']",['Stiga-Neos'],[24],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
6999,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,amount of spin to land the ball safely.Speed: Compared to TG3,comparative,amount of spin to land the ball safely.Speed: Compared to TG3,"['amount', 'of', 'spin', 'to', 'land', 'the', 'ball', 'safely.Speed', ':', 'Compared', 'to', 'TG3']",[],[],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
7005,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50, guessing the TG3 flies in a straighter trajectory therefore covering,comparative, guessing the TG3 flies in a straighter trajectory therefore covering,"['guessing', 'the', 'TG3', 'flies', 'in', 'a', 'straighter', 'trajectory', 'therefore', 'covering']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
7007,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,"Slower shots are easier to execute with the H3-50,",comparative,"Slower shots are easier to execute with the DHS-Hurricane-3-50,","['Slower', 'shots', 'are', 'easier', 'to', 'execute', 'with', 'the', 'DHS-Hurricane-3-50', ',']",['DHS-Hurricane-3-50'],[44],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[1, 17]","['less', 'greater']","['low', 'easier']",[0],['less'],['slower'],['speed']
7013,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,:) It also seems less spin sensitive.Looping: When looping I,comparative,:) It also seems less spin sensitive.Looping: When looping I,"[':', ')', 'It', 'also', 'seems', 'less', 'spin', 'sensitive.Looping', ':', 'When', 'looping', 'I']",[],[],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[17],['less'],['less'],[17],['less'],['less spin'],['spin']
7018,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,The spin generated is equal to the TG3 but it spins the ball,comparative,The spin generated is equal to the TG3 but it spins the ball,"['The', 'spin', 'generated', 'is', 'equal', 'to', 'the', 'TG3', 'but', 'it', 'spins', 'the', 'ball']",[],[],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[22],['equal'],['equal'],[],[],[],[]
7019,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,easier.,comparative,easier.,"['easier', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],['greater'],['easier'],[],[],[],[]
7035,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,"On the blade i used it on, i found the rubber to be a lot more lively compared to h3 and tg3 neo.",comparative,"On the blade i used it on, i found the rubber to be a lot more lively compared to DHS-Hurricane-3 and tg3 neo.","['On', 'the', 'blade', 'i', 'used', 'it', 'on', ',', 'i', 'found', 'the', 'rubber', 'to', 'be', 'a', 'lot', 'more', 'lively', 'compared', 'to', 'DHS-Hurricane-3', 'and', 'tg3', 'neo', '.']",['DHS-Hurricane-3'],[83],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[58],['greater'],['more'],[],[],[],[]
7037,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,Compared to the neos i like the h3-50 the most.,comparative,Compared to the Stiga-Neos i like the DHS-Hurricane-3-50 the most.,"['Compared', 'to', 'the', 'Stiga-Neos', 'i', 'like', 'the', 'DHS-Hurricane-3-50', 'the', 'most', '.']","['Stiga-Neos', 'DHS-Hurricane-3-50']","[16, 38]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
7039,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,The only thing it does less compared to the neos is spin.,comparative,The only thing it does less compared to the Stiga-Neos is spin.,"['The', 'only', 'thing', 'it', 'does', 'less', 'compared', 'to', 'the', 'Stiga-Neos', 'is', 'spin', '.']",['Stiga-Neos'],[44],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[23],['less'],['less'],[],[],[],[]
7047,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,More so than the big dipper that previously lived on my fh.,comparative,More so than the Galaxy-Big-Dipper that previously lived on my fh.,"['More', 'so', 'than', 'the', 'Galaxy-Big-Dipper', 'that', 'previously', 'lived', 'on', 'my', 'fh', '.']",['Galaxy-Big-Dipper'],[17],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[0],['greater'],['more'],[],[],[],[]
7049,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,"I feel the h3-50 does not feel as ""dead"" as my big dipper, and passive shots are still playable.",comparative,"I feel the DHS-Hurricane-3-50 does not feel as ""dead"" as my Galaxy-Big-Dipper, and passive shots are still playable.","['I', 'feel', 'the', 'DHS-Hurricane-3-50', 'does', 'not', 'feel', 'as', '``', 'dead', ""''"", 'as', 'my', 'Galaxy-Big-Dipper', ',', 'and', 'passive', 'shots', 'are', 'still', 'playable', '.']","['DHS-Hurricane-3-50', 'Galaxy-Big-Dipper']","[11, 64]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
7052,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,"Overall, i would say the h3-50 is slower than the big dipper and h3 neo, but nowhere as slow as some people made it out to be.",comparative,"Overall, i would say the DHS-Hurricane-3-50 is slower than the Galaxy-Big-Dipper and DHS-Hurricane-3 neo, but nowhere as slow as some people made it out to be.","['Overall', ',', 'i', 'would', 'say', 'the', 'DHS-Hurricane-3-50', 'is', 'slower', 'than', 'the', 'Galaxy-Big-Dipper', 'and', 'DHS-Hurricane-3', 'neo', ',', 'but', 'nowhere', 'as', 'slow', 'as', 'some', 'people', 'made', 'it', 'out', 'to', 'be', '.']","['DHS-Hurricane-3-50', 'Galaxy-Big-Dipper', 'DHS-Hurricane-3']","[26, 64, 86]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[35],['less'],['low'],"[47, 118]","['less', 'equal']","['slower', 'as slow as']","['speed', 'speed']"
7053,5f71215ffda380972b4f8727,Review: DHS Hurricane 3-50,"The spin capabilities seem to be the same as both h3 and BD, if not just a tiny bit less.",comparative,"The spin capabilities seem to be the same as both DHS-Hurricane-3 and BD, if not just a tiny bit less.","['The', 'spin', 'capabilities', 'seem', 'to', 'be', 'the', 'same', 'as', 'both', 'DHS-Hurricane-3', 'and', 'BD', ',', 'if', 'not', 'just', 'a', 'tiny', 'bit', 'less', '.']",['DHS-Hurricane-3'],[50],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[84, 37]","['less', 'equal']","['less', 'same']",[],[],[],[]
7113,5f712176fda380972b4f873a,The Hype around the Hype around National H3,"Compared to the commercial orange sponge ones, it is vastly better!!",comparative,"Compared to the commercial orange sponge ones, it is vastly better!!","['Compared', 'to', 'the', 'commercial', 'orange', 'sponge', 'ones', ',', 'it', 'is', 'vastly', 'better', '!', '!']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[60],['greater'],['better'],[],[],[],[]
7134,5f712176fda380972b4f873a,The Hype around the Hype around National H3,Provincial typically feels more elastic.,comparative,Provincial typically feels more elastic.,"['Provincial', 'typically', 'feels', 'more', 'elastic', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[27],['greater'],['more'],[],[],[],[]
7138,5f712176fda380972b4f873a,The Hype around the Hype around National H3,"Once boosted, it's power is linear and as powerful as T05, with a better touch and short game.",comparative,"Once boosted, it's power is linear and as powerful as Butterfly-Tenergy-05, with a better touch and short game.","['Once', 'boosted', ',', 'it', ""'s"", 'power', 'is', 'linear', 'and', 'as', 'powerful', 'as', 'Butterfly-Tenergy-05', ',', 'with', 'a', 'better', 'touch', 'and', 'short', 'game', '.']",['Butterfly-Tenergy-05'],[56],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[66],['greater'],['better'],[],[],[],[]
7254,5f712176fda380972b4f873a,The Hype around the Hype around National H3,National and Provincial have way less and are much more even than Commercial.National is said to go through 8 rolls during rubber mixing.Provincial is said to be 4 rolls.,comparative,National and Provincial have way less and are much more even than Commercial.National is said to go through 8 rolls during rubber mixing.Provincial is said to be 4 rolls.,"['National', 'and', 'Provincial', 'have', 'way', 'less', 'and', 'are', 'much', 'more', 'even', 'than', 'Commercial.National', 'is', 'said', 'to', 'go', 'through', '8', 'rolls', 'during', 'rubber', 'mixing.Provincial', 'is', 'said', 'to', 'be', '4', 'rolls', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[33, 51]","['less', 'greater']","['less', 'more']",[],[],[],[]
7282,5f712176fda380972b4f873a,The Hype around the Hype around National H3,The difference in combo rubbers is mostly the tolerance of various parameters.,comparative,The difference in combo rubbers is mostly the tolerance of various parameters.,"['The', 'difference', 'in', 'combo', 'rubbers', 'is', 'mostly', 'the', 'tolerance', 'of', 'various', 'parameters', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
7283,5f712176fda380972b4f873a,The Hype around the Hype around National H3,The tolerance for National is the tightest.,comparative,The tolerance for National is the tightest.,"['The', 'tolerance', 'for', 'National', 'is', 'the', 'tightest', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
7319,5f71217afda380972b4f873d,H3 vs H3neo tackiness,   The H3 Neo indeed has less tackiness.,comparative,   The DHS-Hurricane-3 Neo indeed has less tackiness.,"['The', 'DHS-Hurricane-3', 'Neo', 'indeed', 'has', 'less', 'tackiness', '.']",['DHS-Hurricane-3'],[4],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[25],['less'],['less'],[],[],[],[]
7322,5f71217afda380972b4f873d,H3 vs H3neo tackiness,"Car tyre is similar, so do the H3.",comparative,"Car tyre is similar, so do the DHS-Hurricane-3.","['Car', 'tyre', 'is', 'similar', ',', 'so', 'do', 'the', 'DHS-Hurricane-3', '.']",['DHS-Hurricane-3'],[32],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[12],['equal'],['similar'],[],[],[],[]
7323,5f71217afda380972b4f873d,H3 vs H3neo tackiness,I thought I read somewhere that H3 and H3neo had the same tackiness.,comparative,I thought I read somewhere that DHS-Hurricane-3 and H3neo had the same tackiness.,"['I', 'thought', 'I', 'read', 'somewhere', 'that', 'DHS-Hurricane-3', 'and', 'H3neo', 'had', 'the', 'same', 'tackiness', '.']",['DHS-Hurricane-3'],[32],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[53],['equal'],['same'],[],[],[],[]
7324,5f71217afda380972b4f873d,H3 vs H3neo tackiness,My H3neo is tacky but compared to H3 it's an antispin :D,comparative,My H3neo is tacky but compared to DHS-Hurricane-3 it's an antispin :D,"['My', 'H3neo', 'is', 'tacky', 'but', 'compared', 'to', 'DHS-Hurricane-3', 'it', ""'s"", 'an', 'antispin', ':', 'D']",['DHS-Hurricane-3'],[34],1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
7327,5f71217afda380972b4f873d,H3 vs H3neo tackiness,"   Yes, H3 regular has a more tacky and grippy topsheet than Neo version.",comparative,"   Yes, DHS-Hurricane-3 regular has a more tacky and grippy topsheet than Neo version.","['Yes', ',', 'DHS-Hurricane-3', 'regular', 'has', 'a', 'more', 'tacky', 'and', 'grippy', 'topsheet', 'than', 'Neo', 'version', '.']",['DHS-Hurricane-3'],[6],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[25],['greater'],['more'],[],[],[],[]
7328,5f71217afda380972b4f873d,H3 vs H3neo tackiness,"H3N has weaker topsheet, does not grip the ball as well.",comparative,"DHS-Hurricane-3-National has weaker topsheet, does not grip the ball as well.","['DHS-Hurricane-3-National', 'has', 'weaker', 'topsheet', ',', 'does', 'not', 'grip', 'the', 'ball', 'as', 'well', '.']",['DHS-Hurricane-3-National'],[0],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
7331,5f71217afda380972b4f873d,H3 vs H3neo tackiness,   H3 Neo tackier but QC is weird for both!,comparative,   DHS-Hurricane-3 Neo tackier but QC is weird for both!,"['DHS-Hurricane-3', 'Neo', 'tackier', 'but', 'QC', 'is', 'weird', 'for', 'both', '!']",['DHS-Hurricane-3'],[0],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[23],['greater'],['tackier'],['tackiness']
7357,5f71217afda380972b4f873d,H3 vs H3neo tackiness,First I thought that H3neo had softer sponge then H3 and the same topsheet.,comparative,First I thought that H3neo had softer sponge then DHS-Hurricane-3 and the same topsheet.,"['First', 'I', 'thought', 'that', 'H3neo', 'had', 'softer', 'sponge', 'then', 'DHS-Hurricane-3', 'and', 'the', 'same', 'topsheet', '.']",['DHS-Hurricane-3'],[50],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[61],['equal'],['same'],[31],['less'],['softer'],['hardness']
7358,5f71217afda380972b4f873d,H3 vs H3neo tackiness,Then I checked H3 and the tackiness compared to H3neo was different.,comparative,Then I checked DHS-Hurricane-3 and the tackiness compared to H3neo was different.,"['Then', 'I', 'checked', 'DHS-Hurricane-3', 'and', 'the', 'tackiness', 'compared', 'to', 'H3neo', 'was', 'different', '.']",['DHS-Hurricane-3'],[15],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
7361,5f71217afda380972b4f873d,H3 vs H3neo tackiness,H3neo had softer sponge and less tacky topsheet.Now you are saying that they are the same.,comparative,H3neo had softer sponge and less tacky topsheet.Now you are saying that they are the same.,"['H3neo', 'had', 'softer', 'sponge', 'and', 'less', 'tacky', 'topsheet.Now', 'you', 'are', 'saying', 'that', 'they', 'are', 'the', 'same', '.']",[],[],0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"[28, 85]","['less', 'equal']","['less', 'same']",[10],['less'],['softer'],['hardness']
7415,5f7121b6fda380972b4f8765,T05 vs MXP,   MXP has aslightly harder sponge.,comparative,   Tibhar-Evolution-MX-P has aslightly harder sponge.,"['Tibhar-Evolution-MX-P', 'has', 'aslightly', 'harder', 'sponge', '.']",['Tibhar-Evolution-MX-P'],[0],0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[39],['greater'],['harder'],['hardness']
7416,5f7121b6fda380972b4f8765,T05 vs MXP,Both of them are just as suited for a hard blade.,comparative,Both of them are just as suited for a hard blade.,"['Both', 'of', 'them', 'are', 'just', 'as', 'suited', 'for', 'a', 'hard', 'blade', '.']",[],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
7421,5f7121b6fda380972b4f8765,T05 vs MXP,Both are quite grippy but I guess the MX-P is tackier (stickier).,comparative,Both are quite grippy but I guess the Tibhar-Evolution-MX-P is tackier (stickier).,"['Both', 'are', 'quite', 'grippy', 'but', 'I', 'guess', 'the', 'Tibhar-Evolution-MX-P', 'is', 'tackier', '(', 'stickier', ')', '.']",['Tibhar-Evolution-MX-P'],[38],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],"[63, 72]","['greater', 'greater']","['tackier', 'stickier']","['tackiness', 'tackiness']"
7426,5f7121b6fda380972b4f8765,T05 vs MXP,MX-P feels harder.,comparative,Tibhar-Evolution-MX-P feels harder.,"['Tibhar-Evolution-MX-P', 'feels', 'harder', '.']",['Tibhar-Evolution-MX-P'],[0],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[28],['greater'],['harder'],['hardness']
7428,5f7121b6fda380972b4f8765,T05 vs MXP,I was a bit better with T05.,comparative,I was a bit better with Butterfly-Tenergy-05.,"['I', 'was', 'a', 'bit', 'better', 'with', 'Butterfly-Tenergy-05', '.']",['Butterfly-Tenergy-05'],[24],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[12],['greater'],['better'],[],[],[],[]
7431,5f7121b6fda380972b4f8765,T05 vs MXP,It was a tough call because T05 was a lot more expensive.,comparative,It was a tough call because Butterfly-Tenergy-05 was a lot more expensive.,"['It', 'was', 'a', 'tough', 'call', 'because', 'Butterfly-Tenergy-05', 'was', 'a', 'lot', 'more', 'expensive', '.']",['Butterfly-Tenergy-05'],[28],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[42],['greater'],['more'],[],[],[],[]
7435,5f7121b6fda380972b4f8765,T05 vs MXP,MXP seems a touch faster and harder new than 05 and the arc you get on the ball is generally lower than with 05 (I play with Viscaria) I haven't tried mxp on an all wood blade but I did try 05 on a korbel and it was fantastic.,comparative,Tibhar-Evolution-MX-P seems a touch faster and harder new than Butterfly-Tenergy-05 and the arc you get on the ball is generally lower than with Butterfly-Tenergy-05 (I play with Viscaria) I haven't tried Tibhar-Evolution-MX-P on an all wood blade but I did try Butterfly-Tenergy-05 on a korbel and it was fantastic.,"['Tibhar-Evolution-MX-P', 'seems', 'a', 'touch', 'faster', 'and', 'harder', 'new', 'than', 'Butterfly-Tenergy-05', 'and', 'the', 'arc', 'you', 'get', 'on', 'the', 'ball', 'is', 'generally', 'lower', 'than', 'with', 'Butterfly-Tenergy-05', '(', 'I', 'play', 'with', 'Viscaria', ')', 'I', 'have', ""n't"", 'tried', 'Tibhar-Evolution-MX-P', 'on', 'an', 'all', 'wood', 'blade', 'but', 'I', 'did', 'try', 'Butterfly-Tenergy-05', 'on', 'a', 'korbel', 'and', 'it', 'was', 'fantastic', '.']","['Tibhar-Evolution-MX-P', 'Butterfly-Tenergy-05', 'Butterfly-Tenergy-05', 'Tibhar-Evolution-MX-P', 'Butterfly-Tenergy-05']","[0, 63, 145, 208, 265]",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,[93],['less'],['low'],"[36, 47, 128]","['greater', 'greater', 'less']","['faster', 'harder', ' lower']","['speed', 'hardness', 'throw angle']"
7436,5f7121b6fda380972b4f8765,T05 vs MXP,"Both are great but I prefer 05 due to the higher arc but its really your call, both are great performers and last for some time.",comparative,"Both are great but I prefer Butterfly-Tenergy-05 due to the higher arc but its really your call, both are great performers and last for some time.","['Both', 'are', 'great', 'but', 'I', 'prefer', 'Butterfly-Tenergy-05', 'due', 'to', 'the', 'higher', 'arc', 'but', 'its', 'really', 'your', 'call', ',', 'both', 'are', 'great', 'performers', 'and', 'last', 'for', 'some', 'time', '.']",['Butterfly-Tenergy-05'],[28],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,[21],['greater'],['prefer'],[60],['greater'],['higher'],['throw angle']
7439,5f7121b6fda380972b4f8765,T05 vs MXP,   The MX-S is pretty close too.,comparative,   The Tibhar-Evolution-MX-S is pretty close too.,"['The', 'Tibhar-Evolution-MX-S', 'is', 'pretty', 'close', 'too', '.']",['Tibhar-Evolution-MX-S'],[4],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[15, 22]","['equal', 'equal']","['pretty close', 'close to']",[],[],[],[]
7440,5f7121b6fda380972b4f8765,T05 vs MXP,"This feels a little softer, higher throw, not quite as powerful as the MX-P, and easier to control than both MX-P or T05.",comparative,"This feels a little softer, higher throw, not quite as powerful as the Tibhar-Evolution-MX-P, and easier to control than both Tibhar-Evolution-MX-P or Butterfly-Tenergy-05.","['This', 'feels', 'a', 'little', 'softer', ',', 'higher', 'throw', ',', 'not', 'quite', 'as', 'powerful', 'as', 'the', 'Tibhar-Evolution-MX-P', ',', 'and', 'easier', 'to', 'control', 'than', 'both', 'Tibhar-Evolution-MX-P', 'or', 'Butterfly-Tenergy-05', '.']","['Tibhar-Evolution-MX-P', 'Tibhar-Evolution-MX-P', 'Butterfly-Tenergy-05']","[73, 129, 154]",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,[81],['greater'],['easier'],"[20, 98, 28]","['less', 'greater', 'greater']","['softer', 'easier to control', 'higher']","['hardness', 'control', 'throw angle']"
7445,5f7121b6fda380972b4f8765,T05 vs MXP,Maybe a bit better in some areas and same weight too.MX-P is heavier and heavily boosted not consistant at all when played more than 2 weeks.Edited by Mickael - 12/16/2017 at 8:55am,comparative,Maybe a bit better in some areas and same weight too.Tibhar-Evolution-MX-P is heavier and heavily boosted not consistant at all when played more than 2 weeks.Edited by Mickael - 12/16/2017 at 8:55am,"['Maybe', 'a', 'bit', 'better', 'in', 'some', 'areas', 'and', 'same', 'weight', 'too.Tibhar-Evolution-MX-P', 'is', 'heavier', 'and', 'heavily', 'boosted', 'not', 'consistant', 'at', 'all', 'when', 'played', 'more', 'than', '2', 'weeks.Edited', 'by', 'Mickael', '-', '12/16/2017', 'at', '8:55am']",[],[],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[12, 123, 37]","['greater', 'greater', 'equal']","['better', 'more', 'same']",[78],['greater'],['heavier'],['weight']
7446,5f7121b6fda380972b4f8765,T05 vs MXP,R47 and R42 are just as heavily boosted - I actually prefer MX-P when the booster wears off but don't like R47 when it turns into cardboard.,comparative,R47 and R42 are just as heavily boosted - I actually prefer Tibhar-Evolution-MX-P when the booster wears off but don't like R47 when it turns into cardboard.,"['R47', 'and', 'R42', 'are', 'just', 'as', 'heavily', 'boosted', '-', 'I', 'actually', 'prefer', 'Tibhar-Evolution-MX-P', 'when', 'the', 'booster', 'wears', 'off', 'but', 'do', ""n't"", 'like', 'R47', 'when', 'it', 'turns', 'into', 'cardboard', '.']",['Tibhar-Evolution-MX-P'],[60],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[53],['greater'],['prefer'],[],[],[],[]
