,reply_split,classification
278,"In conclusion,",0
698,Forgot the new company name.,0
613,"Although I really liked some Chinese rubbers, I find it to give me too much work to keep it clean/dry during training.",0
279,MX-S is a fast offensive rubber.,3
487,"I know my kind of impact (how I strike the ball) and I am not great with a firm sponged dynamic rubber in most shot situations, except for couterlooping medium to fast loops... then I am boss... but have significantly harder time doing the other tasks I do more frequently.",0
4031,+1,0
198,"I like that T05 pushes over the table are flat and spinny and gives you a decent serve return that sometimes causes opponent to net if you push fast enough,bear in mind this is one of the highest/arcing throw rubbers so the best of both worlds,even on my thin flex def blade,+longer lasting than most factory boosted rubbers so the extra cost evens out somewhat in the long runI also tried Dignics 05 and for me was inferior to T05 on all shots,serve return in particular where the ball was way too high and I couldn't find a way with it,maybe I'm too used to the t05 where everything seems to work on autopilot for me.",1
799,"I have one (Black 39°-41°), and there's nothing wrong with it, and it plays amazing.",0
391,Nice rubber.,0
2646,"The 868 comes in a variety of actualy hardness, so we'd have to know what the particualr hardness was as well.",0
1422,FH Loops: Low arc from any distance.,4
697,DAIKI Japan.,0
590,"Teaches me to be aggressive, but I need to find that balance of controlled power.",0
699,I haven't been able to find any good information about these rubbers despite intensive googling.,0
2136,I would recommend this rubber on the backhand.,4
4061,"Thank you , you may be right,5Q probably would be good choice,thanks",0
1287,"A bit off the topic, but I also tried EL-P on my previous TB ALC.",0
1768,I've got a Tupperware full of half-used rubber to show for it.,0
447,Who knows what that stuff really is and who among the pros actually uses it.,0
324,"However, Tenergy has a better control, and has significantly more power.",2
2012,The 999 series of rubbers are excellent and used to be far more popular than Hurricane.,1
2207,"For me, I can get the ball to sink into the topsheet and sponge and really spin the ball well with my backhand when I am using 05FX.",0
612,"Depending on where you live in Brazil, I find that the high humidity can really mess with Chinese rubbers tackiness.",0
4278,"The result is more dwell and feel, plus that awesome sponge transmits the power and spin.I made a vid goofing of in a casual doubles match over there at Ace club in Bucheon.",0
455,You can buy brick 999 globe and like more than tenergy 05,0
1364,And here is next question- is it worth to pay 20$ more for Tenergy if you can get almost the same cheaper,0
2657,"I just glued up a bat with the 868 Tokyo with 30-35 Japan sponge, and this stuff is light too!",3
1764,"And I went with the softest ZAP (what was it, 32 degrees?).",0
592,The feeling and almost “specialty” characteristics of it... just kind of cool for me.,0
1064,But MX-S is less durable than rakza7 also.,1
779,.,0
743,Alot more gears and more spin than H3.,2
839,"I've pretty much decided, with Chinese rubber, if half a dozen of one and six of another - the $5 sheets work about as well as the $10-15 sheets, the $20 sheets are probably slightly faster, H3 is dead slow unless you have Ma Long's muscles (or boost it).",0
307,I've used both T05 and Fastarc G-1 with great success on the VKM.,1
1100,Sent from my iPhone using Tapatalk,0
1306,"I am unable to compare ""throw"" for either as I tried these rubbers on different blades and felt it was close enough to feel the same.",2
808,"Mind you, they are a little slower than a lot of other Chinese rubbers (even the Green Dragon).",4
3562,Then it is probably going to be a Xiom Offensive S H3N for forehand and TG2N for backhand.,0
2204,To me it felt great.,0
867,"I didn't notice the part about ""soft Japanese sponge"" on the blurb:I took out my ""M8"" premade and did the finger test to see if it felt softer than T88-I, kinda hard to tell.",0
550,I just switched from Burst Thor's Hammer to Zero Blue Diamond because I didn't realize the regular Burst had Blue Diamond Sponge  I wish the Zeropong website said that.,0
1170,"I love the way t05 feels, but it costs 60 Euro (no discount).",3
422,You might be very surprised ...) Similar mechanics here.,0
278,?,0
591,"If comfortable with the first, the Burst would be the indicated choice and believe Tom at Zeropong would confirm this.",0
3317,I had a little look through your posts and was quite impressed with your jpen blog.,0
868,I'll try playing again with the racket tomorrow and see if I can tell the difference.,0
4381, Well I'm a flat hitter aswell and I really can't feel much difference between the two rubbers.,0
1146,I've always used Tenergies and every time I try to switch to a tensor I don't have a good experience.,0
796,"However when boosted/speed glued properly, B2 Provincial is still playable and is a cheaper alternative than H3P.",1
825,The Globe stuff and the 999 Corporation stuff is pretty similar.,1
433,that lack of grip is good for not sensitive to spin so u can counter easier dna idk at all,0
159,"So if that takes your mind off the idea of ""if there are better stuff out there"", it will let you perform your best.But, at the end of the day, ALL rubbers are energy dissipating material.",0
427,Thank you for the tip about using a drop of soap with the water once a week.,0
2120,"You might actually be better off taking those rubbers and putting them on a slower, all wood blade for a few weeks or months before going back up to your old setup.",0
1474,Rakza 7 for me is the rubber that gives the feeling it will last longer than MX-P.,1
2194,@upsidedowncarl:,0
2077,I recommend them without any doubt.,0
1,Usually I have a Primorac Carbon and I'm offensive player with agressive top spin.,0
573,"It should be ""more spin""I will check out Mantra H, thanksdo you have any suggestions for Chinese rubbers?",3
390,"On 729 scale H47 will feel harder than STN, so H45 is probably closer.",1
1429,Better on BH than MX-P.,2
842,tibar k2,0
4077,I don't now about 1Q XD thats why was hoping that someone had played with and share some info about it.,0
500,I see and feel what they did.,0
1332,"I am just assuming a lot of things about your game here.If you plan to play a close-to-the-table kind of game, are you saying you want to play a more push block sort of game?",0
777,given how inconsistent some these Chinese products are) ...,0
1404,"Apart from that, at my level I can cover abot 3/4 or even 4/5 of the table with my FH.",0
4191,"He played it on BH mostly, but in general he alternated between BH and FH in training.",0
1085,These two rubbers don't work well on the new ABS ball.,4
639,"Producing spin, for me, felt a bit easier with GA8 than with Mantra M in serving and in pushes.",1
4645,Is rasant/ calubra a lot faster than roxon 450?Also i'm quite pleased with the amount of spin I can create with roxon?,1
1771,Yesterday my Neo Skyline 2 arrived.,0
417,"I prefer GA8/50 to T05, but still give T05 a distinct edge in spin creation.",1
474,"So, save the money.",0
1475,The topsheet on the rubber feels and smell more natural at least to the crazy boosted MX-P,1
1430,Reviewer recommend this to aggressive attack players who likes to hit the ball hard.,0
1173,But I have friends from third league and beyond who get to try every new Tensor generation and don´t ever think about switching.,0
389,"I've used Mantra S on the BH, I prefer softer on the BH.",0
1116,Sent from my iPhone using Tapatalk,0
603,"First of all, do you know you tried real Hurricane 3 National?",0
388,Genesis is probably spinner but that may affect the control.,2
2052,"Therefore, Do you want more speed?",0
182,"Put the Tenergy on, say, a T11+ or a Sardius and I'd probably not be able to use it all that well.",0
53,The difference is not the sponge.,0
323,"Yes, it is a little bit shocking since you would expect to get an extremely overpowered rubber for ~$80 a sheet but actually, Baracuda surpasses Tenergy in spin.",1
951,"Personally, I don't find having two matched rackets all that important - first of all, I'm not making a living through table tennis, nor are any tournament results or even league matches on the line, but also, to be honest, I can't really tell the difference between the three or four M8s I have with different rubbers I carry around in my bag.",0
691,Really gives you the confidence!,0
4024,"I've only got the 1.8mm sponge rather than max, not sure if that has a difference.On a quicker blade with max sponge I reckon the Omega IV Elite would give most top-end rubbers a run for their money in terms of spin.",0
4178,(Back in the day I used Bryce very heavily speed glued).,0
4152,"Over all I found the Rasant a little less forgiving on stroke play, but I think with more time to adjust and get used to the rubber it would be a fine rubber in its own right.",0
273,For someone who always played Europeans style rubbers MX-S may be challenging.,3
4179,"Among the non-tensors, Calibra LT was not a terrible rubber, but too fast for my liking.",0
1464,You can also give Xiom omega Iv pro a try.,0
1379,however el-s is a matter of taste.,0
832,"It does claim to be a ""backhand rubber"".",0
4662,From memory Roxon is somewhere in between Mark V and Rasant/T05.,0
403,Both will hold a ball for at least 6 seconds upside down.,0
1495,Although I think I would really want a tensor rubber on my backhand for the sudden speed and ease of use.,3
4070,"Personally, I thought there was a fairly big difference between Rasant and HD.",0
472,"It isn't so cut and dried as asking if this rubber is ""better"" for FH or BH.",0
2035,And it does lasts a lot.,0
219,"For instance blade Primorac JP OFF-, very good blade or Tibhar Stratus Powerwood.",0
2554,Players who want a livelier more European rubber like Sigma or the new Vega Japan.,3
564,"It produces huge spin, but speed-wise you must have excellent forearm acceleration on your loops to get the best out of it.",3
1375,I wouldn't risk experimenting with a new rubber.,0
4023,"It also gets plenty of topspin on loops and twiddled backhand strokes, though possibly not as much as the Tenergy 05FX I've played with briefly.",2
962,That is why I was looking at different rubbers than the ones I currently have.,0
880,Same headstamp in any case.,0
1793,The P.O.,0
2203,I have a friend who has a Rosewood XO with 05FX on both sides.,0
604,There are a lot of fakes our there and you can check with the serial code on the bacl,0
350,Anyone know anyone who is using thin sponge to counter loop at a high level?,0
1785,Iskandar,0
3547,You can try these after liking commercial ones !What is more just forget about bosting : ) Get used to untuned rubbers.,0
902,"And it might not be a problem with every sheet, either.",0
227,"Tenergy often has many complaints of it being incredibly heavy per sheet, but many reviews say it is worth it.",3
2629,You might want to read a May 17 timeline post of USA Hobby Table Tennis Coalition on their FaceBook page:https://www.facebook.com/pages/USA-Hobb ... 7322692911,0
626,I’m posting this reply here hoping someone else can help you with that.,0
2198,Sent from my HTC One M8 using Tapatalk,0
1202,You need to develop that as a habit.,0
216,Most of people start with allround blade and then upgrade only the rubbers to faster.,0
1784,"The ""2"" Hurricane rubbers are a little slower than the ""3"" (since they were designed for the old 38mm ball, or so I've read), so it's going to be a fairly slow rubber to begin with.",0
654,Just giving in my input if you haven't made a choice yet.,0
628,I would go with this one.,0
645,I use Mantra M red in max on forhand on a Sanwei Fextra blade.,0
828,The problem is most Chinese rubbers (including Taiji) only come in one thickness (usually 2.2mm).,0
847,Blitzt (or however you spell it) is another Tensor sold by Palio.,0
1923,What is the price?,0
1305,AK-47 blue is more loop kill and loop drive and needs a very pronounced stroke and not very forgiving.,3
400,"Hi Learnin,Have you ever considered trying Gambler Burst again?",0
3600,I had no control at all!!,0
4164,M2 doesn't feel exactly like T05.,0
447,Omega 7 pro is not very good on Viscaria and Omega 7 Pro is very good on Joola Quadri Aruna.,0
509,TTD member erm is probably the forums largest EJ and it is not even close - no one is even 10 times as close.,0
468,"https://www.prott.vip/Product-Details.a ... =EVOLUTIONWhether or not you believe any or all of this, though...  Iskandar",0
2237,that really doesnt make any sense at all,0
270,I agree with the above - definitely more demanding than MX-P.,2
2025,I guess that is what you're after),0
167,Tenergy 64 still has a lot of spin just not as much as 80 and 80 is was better with flicks,1
872,"The single sheet has the ""Tension"" logo, the twin pack does not!",0
953,R47 is really different.,0
88,But T80 is less sensitive to it etc.,2
2047,M1 turbo is a cannon and suited for mid distance rallies.,3
642,"With sound technique I can produce a strong opening loop against backspin ball with any of the mentioned Gambler products.Yes you need to make a ""minor"" adjustment for higher or lower throw rubber.",0
4066,"Thx Reb, I did actualy had a quick hit with Rasent 2-3 weeks ago and it felt ok.",0
525,"Who knows how any of these scales work, whether they're linear, how one goes about calibrating instruments, etc.",0
2619,It should be possible to give it a number.,0
469,https://www.prott.vip/Product-Details.a ... ode=starH3https://detail.tmall.com/item.htm?id=586473103558 H41.5 H42 H37Be happy.,0
959,"That said, I'm not the best person to ask about why I'm using my current setup.",0
3544,Because tacky rubbers are really different to ESN ones.,0
816,The sponge absorbs booster better and is much cheaper,2
941,Thanks!Edit: You must be really sensitive to sponge hardness since the Taiji sponge is rated at 36 degrees and the Tinarc 5 is rated at 35 degrees.,0
504,"If Ma Long uses H42 then whoever told me Chinese pro use very hard rubbers up to 50 simply misinformed me or I misunderstood.Anyway, thanksP.S.Yesterday I did test of how long my STN holds the ball and got bored holding the racket for 20 sec.",0
479,I like playing in small gym so I have different vision than guy who was in the big hall and have more feeling with the bigger places.,0
465,"https://www.prott.vip/Product-Details.a ... ode=ProT64And that ""National"" version of .. hmm..",0
286,"Eric T, AUS",0
778,Hmm .,0
2166,Chinese rubbers are best paired with flexible blade.,0
817,The reason I am inclined towards the Chinese style rubbers is due to their tackiness that I felt would assist me with the spin in addition to the control more than the Euro/ Jap style rubbers despite being hard/ mid-hard.,0
4186,But I am back with T05.,0
326,MXP is great as well but it doesn't work too well (for me) during summer months when it's hot and humid out.,3
582,I have now read a little about these rubbers.,0
2947,Do you still have the TBS ?,0
514,The true test is in how much rotation you can get on the ball in real play.,0
385,Mantra M is supposed to be easier to handle.,2
638,Could you provide your opinion on this?Thanks!,0
4333,"thank you big_lou for your respond!c'mon people, nobody else has some info about these rubbers to add?",0
1394,But thats only what ive read without having played that rubber.,0
428,"I will try that and see.I am aware about the link between tack and the hard sponge although my understanding was that, with the Chinese technique, you don't try and engage the sponge fully but go for brush shots with the sponge providing some assistance but never fully compressed.",0
351,I personally felt EL-P was better for blocking and FX-P for looping.,1
1090,Where can I purchase it?,0
4065,"I don't use these in my game generally because its not something that fits in, but I've done it in practice and have been totally amazed how much you really can spin the ball up with it!",0
2621,Iskandar,0
222,"You can also try the XIOM rubbers - they are a long lasting good alternative to tenergy… For example, I like to have a little harder rubber on the bh - thats why I take the PRO series there, but you could also try EUROPE for softer ones...",0
815,I play close (mostly)- mid distance from the table.,0
4372,I think that both are very similar but the Pro has a softer topsheet!,1
251,Hope this helps,0
3427,Rasant is marginally faster and a lighter rubber than M2 so you might prefer it or you could also have a look at Rasant Turbo.,1
158,Well they are certainly not inferior products.,0
927,"I'm not going to try to peel the rubbers off until those rubbers start to go dead, and that won't be for a while since I'm not planning to use this racket full time.",0
59,"To the OP, I would like to ask what he means by the word ""best"".",0
4109,I am looking for equivalent rubber that plays exactly like tenergy 64 and 05.,0
202,I'll wait until my current setup is worn out and then I'll go for a Butterfly setup.,0
691,"I personally use it as a fh rubber, paired wit a 2.2mm genesis 2 M in the backhand, which I particularly like.",0
1939,Found that store about a month ago.,0
1417,"According to a review on a hungarian forum: very porous white sponge, elastic and soft.",0
276,"If long, spinny rallies is how you tend to lean towards, Baracuda would be a better rubber.",2
876,"2) There's a new T88 - ""T88 Ultra Spin 40+"".",0
604,I don't know if my lack of consistency in looping is due to my technique or a limitation of the Sevens rubber.,0
681,But that's not what I like most about it.,0
3426,"You could give either a go, you would probably find either suit an attack game fairly similarly.",2
697,Chiquita flicks (banana) feel a lot better than the Mech-Tek as well.,4
1167,"Depending on how you play you might not even find a benefit, but you´d sure feel a difference.",0
619,"Atm, I play with both chinese bat and rubbers.",0
2595,Like rasant grip and beat.,3
242,"If long, spinny rallies is how you tend to lean towards, Baracuda would be a better rubber.",2
662,Thinking Razka 7 is a older type of modern rubber.,3
1742,Is one of them significantly harder then the others?,0
933,"Have not tried it, but I have a sheet of Blue on the way.",0
1751,"Mount them both on the same blade, see if 1) you can actually tell the difference, and 2) if it MAKES any difference.",0
4331,"This is confirmed by the differences in feel, sound, bounce, and dwell time, but i still can't decide which one i like better.",0
81,"Most discussion is about T05, T64 and T80 as those are similar rubbers along a continuum.",0
1308,I'll add that it has more control than MX-P.,2
425,Here is an example of such topsheet.,0
1086,Go for MXP instead.,0
1082,"I have posted video me playing c-pen with it on the ""how many c-pen players are there"" thread.",0
949,"(Getting two matched weight M8s MIGHT be a challenge, unless you buy them from Eacheng - they do bend backwards to help customers in this regard.)",0
948,"If you really wanted to get serious about it, buy a matched pair of blades and four rubber sheets and make up two identical bats.",0
300,Just remember to keep your bat angle low.,0
1463,It is the best rubber of the entire rakza series.,2
296,"Ultimately, with a heavier top-sheet comes more power, but you can adjust this with your sponge layer.",0
450,You can't put blue sponge behind a red H3 topsheet (though it might work for more opaque ones like Ckylin or AK47) - the rubber turns purple.,0
1884,Did you check the tabletennis-database?,0
1363,Tenergy 05 is still spinny and faster than R50.,1
207,I've been playing for 3-4 years.,0
1806,But I'm quite optimistic!,0
2124,"If you got problems controlling SLOW, but very spinny Barracuda on the excellent TBS, you will have problems with Sriver too.",0
2601,Believe me.,0
4644,What is it like compared to roxon 450?,0
798,I use speed glue and reglue every time before I play.,0
4193,"In general he liked the rubber, but.. First bubbles showed after 2.5 weeks of playing (~45 hours).I'm wondering how my M3 will be doing (ordered, still waiting for the rubber).",0
2576,"William Henzell, Adam Pattantyus)i read Sigma I Pro is faster and spinner than Vega Proi read Sigma II Pro is factory tunned version of Sigma I Pro (so should be the best i guess)",1
629,Or Acuda P2 if you want lower throw and even more control.,2
503,"Just about every maker has one or three of every class and some are equal, some similar, some better or worse.",0
505,That was before the session.,0
2598,Omega asia claims to be plastic ball ready.,0
3574,I'm playing us 2000+ with TG3 and my little friends around 1200-1600 us are also using it.,0
533,Thor's Hammer is significantly harder than BD and harder than Gearz by a seemingly larger margin than Gearz to BD.,1
482,"So I have no idea what degree sponge was on the H3n I had, but I haven't been able to hit through the Thor's Hammer sponge yet and I can swing pretty hard.",0
2577,"I think the Sigma I is no longer ITTF approved.AFAIK the Sigma series has a lower throw, so it's a little more suitable for blocking & loop dirve, whereas the Omega is higher throw, more suitable for looping.",1
3587,"Hi guys, I want to try any of these rubbers.",0
793,"There ARE a few with QC problems, most notably those KTL Gold Star sheets I bought a couple years back.",0
979,Don't get the hype of it as a Tenergy clone.,0
203,"I'm thinking: Timo Boll ALC, Viscaria or Innerforce ALC; DIGNICS 05 on FH; Tenergy 64 on BH",0
4151,"It may suit some punch backhand players as well where the speed is likely going to be more of an advantage, or maybe even suit some backhands of players.",0
1433,Hope this helps!,0
424,"Tiny wrist/elbow motions are not powerful enough to do that.So 1) if you are not doing any of that or not purposely learning towards these skills and 2) putting Chinese rubbers on your blade because of tackiness cause it helps to spin the ball, take it easy and go for soft sponge but grippy topsheet.",0
4194,Tried M3 my self.,0
290,"However, Tenergy has a better control, and has significantly more power.",2
1456,I understand your point.,0
2571,There probably is some difference but I cant remember (its been a while since I Vega Europe).,0
2045,G-1 is closer to your omega V pro i think.,0
784,"It's not just ""Chinese products"" that are inconsistent.",0
3343,I haven't used the R7S nor the 5QS but they seem similar but the R7S is the only one that's deemed a tensor.With a MX-P since it's hard it needs a medium composite blade but it does work well on a Nittaku Violin.,0
1733,Certainly slow enough for beginners.,0
765,viewtopic.php?f=44&t=25211Lightweight?,0
4035,"It sounds like it would be a bit slower than Mark V, Sriver and quire a bit slowe than Coppa.",2
1357,"I know, I'm not professional player, I won't use 100% of its possibilities but if T64 is best for such style, I want to put it and practise practise practise with this setup to get better and better.",0
476,no pressure and you can play whatever you want with superstar just to show how well rubber is working on 20 minutes video.,0
1289,"Also felt much better than EL-P, more control, easier to block, loop ... Now I switched to a different blade anyway ..",2
1356,"My goal is to make a setup based on professional players setup, especially Joo, who is the closest to my style.",0
841,Sanwei target pro 90,0
1093,Thank you,0
207,"I dunno... the great majority of ""professionals"" still use it over everything else, for some reason.",0
310,Iskandar,0
198,"Jak, growing in level in TT is like playing Pokémon... You gotta catch 'em all to win, so why not try 'em all and tell us what you think.",0
1514,I have been trying out several combinations for both forehand and backhand but I just cannot find the one which I really like,0
3658,I prefer Baracuda than Baracuda BS though.,0
1169,On amateur level I think it´s a matter of preference and money.,0
2267,they are commercial !,0
92,"Yes, but that is if you are into passive returns.",0
2266,Are they National version rubbers or commercial version that you can get for example from ttnpp for ~$20?,0
1416,Yep is regular rhyzm mor spin and speed than omega 4asia?,0
607,That is why i was looking at the Zero Blue Diamond as a possible replacement BH rubber.I will try to capture video of my play but don't have a tripod for my cell phone so it may not be possible at this time.Any suggestions you can provide will be very much appreciated.Thanks in advance!,0
1431,Compared to Bluefire M2 it's faster and has more feeling.,2
1155,"As for the comparison of Baracuda to Genius, they are pretty close siblings from the same generation, but I found the Baracuda a bit easier to play (softer topsheet/sponge).",1
1882,"Xiom Vega was my first thought as well, Europe version instead, but both should do well.",0
1891,Found it great for most aspects but still a little too fast.,0
323,"If you're looking for harder tensors, perhaps the Evolution MX-P 50 or the new Stiga DNA Pro H could fit.",2
4665,This is IMO of course.Edit - Whilst it id not identical with Rasant/T05 I would throw Calibra into the same advanced looping category.,0
601,"My preference would be a mid-hard rubber so I'll have to ask for that information by calling up Zeropong customer service.Regarding the BH, do you think the Mech-Tek 2.1 mm would be a good choice?",0
446,"The ""National Team"" rubbers in the white packets you find on legitimate vendor sites like Eacheng are just DHS's attempt to cash in on this.",0
701,I have used Burst and X3 Diamond with GearZ sponge.,0
91,"T80 has a little bit more control (for me), less sensitive to spin, but T05 is spinnier.",1
2560,Currently using Omega IV Europe and like it very much.,0
2068,"After that, both rubbers blocks very well and pley well close to the table.",2
4337,With a softer topsheet (and I assume the XIOM ones are softer) you can get spin more easily but brushing more.,0
2116,Cant go wrong with either one.,0
2625,We need R&D!,0
2572,My feeling is that there wasnt much in it.,0
650,The spin is amacing in opening loops with a lower speed but ALOT of spin when i brushes the rubber.,4
1885,"From the 2 rubbers given I would go with Tibhar, but that is hardly a recommendation.",0
1365,"Speedwise, R47 is bouncier than T05 but with lesser spin.",1
472,I have not done a direct comparison between national sheets with orange sheets.,0
4272,"Played pretty close to T64, even the sponge looked a lot like T64 sponge.",2
802,"The newer lot balls, seem whiter, have more bounce (here, I find inconsistencies within balls of the same lot itself), and feel heavier..",0
909,"(And for the sake of full disclosure - the only rubbers I've ever found to be ""too soft"" were that version of Yasaka ZAP with the 33 degree sponge, and Reactor Ckylin.",3
945,You're probably kidding because European 35 degrees sponge would be soooooft.,0
672,There's much more to the rubber that I haven't seen.,0
647,"I tried ALOT of rubbers maybe about 10 rubbers like Tenergy 05, Razka 7, Andro Rasanter R 47 and so on.",0
2557,Sigma I Europe and Sigma II Europe are both nice for backhand or someone who likes a medium forehand rubber.What is your level and background?,1
665,I've tested my friend's Tenergy 80FX so in comparison with Mech-Tek it's similar but Tenergy is much more bouncy and faster.,1
4128,I'll compare it to my T05fx that I've got on now although I think that they may be a tad to fast for my current blade at least Ill be able to compare the 3 kinds of rubbers that are listed in the thread and on the one rig...,0
1501,For the forehand definitely a Chinese rubber!,0
1391,I would suggest this rubber to players who like to have a harder rubber on backhand (around 47.5 degree) while retaining good control.,0
1476,"Sure , They are good rubbers butt i want try orther ruuber that I never used.",0
4170,"You can get the same high arc spins, you can use pretty much the same racket angles.",0
3660,I used s2 all season last year on my backhand.,0
200,"Otherwise I can always recommened the Timo Boll Spirit, since Mr Boll is using that with T05 on both sides, i'm sure Jak can end up in the world top 10 too with the exact same equipment.",0
4365,It's decent rubber but the sponge is a bit hard for my tastes and so I will soon be switching to Omega IV Europe.,0
1782,Spinny or just speed?,0
3648,I've tried S2.,0
795,"Prices are low because - well, Chinese goods can be made at a low price for various reasons.",0
2031,G-1.,0
3665,"Ive glued it on a xiom hayabusa zx which is off.I like it very much,i can push very good with it,its exellent at looping and easy to block with because Its not very spin sensitive.",4
1889,Trouble was I had a strong backhand but a poor forehand and so found myself playing mainly defensive relying on chop and spin.Have decided to get back into the table tennis to keep fit and agile and so want to up my game and have been working a lot on my forehand to get it up level with my BH.,0
920,I'm looking at the Palio Hadou 40+ 42-44 (FH) and AK-47 yellow (BH).,0
637,I've always attributed it to errors in my technique but now think that the rubber may have a part to play in it.,0
1501,"I found that I am able to chop rather well with Andro Hexer Duro, but if controlled and consistent chopping is as important to you as fast topspin a classic such as Donic Coppa would be a more balanced choice.",3
1886,"Near/on table you probably could also use a harder rubber, even chinese, imho.",0
195,Timo Boll agrees btw,0
598,It gives me a little more control than TG2 and still makes my loops vicious.,2
927,"G1 is definitely faster than Baracuda, pretty much equal in spin on stronger strokes.",1
485,I agree that the gearz sponge is too soft so hopefully the normal sponge is the Goldilocks of the 3.,0
386,I have it on one of my blades for the moment and must say it is very controllable.,4
4162,"Mine is red, max thickness on forehand.",0
622,It's not as tacky as you might imagine.,4
2023,You can try to get the tackiest rubber like friendship 729 origin or friendship 729 origin soft and most likely still won't get better results (MORE SPIN!,0
1497,Nexy Calix 2,0
165,No.,0
2141,Its a very good rubber for flicking short balls.,4
1795,"If you want just leave the rubber out for 1 - 2 weeks after PO and there will be no effect other than a very much softer sponge and the rubber should play ""normal"" like as after breaking-in the rubber so that it is tamed.",0
855,"Iskandar/Red, Thank you for your responses and apologies for not being more clear.",0
1393,"Use it until it's worn out and use it as benchmark to which you're leaning toward, the 05 or 64.",0
4353,"The XIOM distributor is in NSW, and as such it's likely to be more popular there.",0
1378,And You wrote the holy truth- after buying one of Tenergy I will need a lot of practise but it will repay after some time.,0
1777,All the neo rubbers are factory tuned and come in vacuum packs.,0
1337,"So change your preferred distance now, keep the same equipment.",0
3556,Primorac with H3 feels like cartoon box.,0
833,It is how you boost them and what ypu use to boost.,0
574,"Form the DHS line, that could be Hurricane 3 (Neo) or Hurricane 8.Friendship/729 have Battle II which is said to be a very decent hybrid rubber (I'm yet to try it).",3
1365,I'm also looking into a new forehand rubber for my defensive game.,0
300,"If not for having the awesome t05 , mxs would be next best thing to me, seems like a durable rubber, even more than t05",2
456,Subjective opinion?,0
4001,"This is my completely impartial view, despite the fact that I've spoken out against Butterfly's pricing numerous times... Now if T05 users feel they can produce spin easier (and with better control) than its competitors, that could very well be true, but there's definitely a ceiling on this rubber's spin capability that I feel is not superior to many rubbers out there.",0
4269,"There is a bit more pace, a bit more spin, and a little more feel.",4
1772,I've used Hurricane 8 for about 2 months now and it is really good for close and mid-range topspins.,3
60,"I won't comment on T25; but T05, T80 and T64 are all great rubbers.",0
100,The extra spin and higher throw seems to be more important to my forehand than my backhand.,0
1494,"My stroke is long naturally, so I think I'm suited for hard tacky.",0
817,You are in the wrong thread.,0
654,Can you say more about the difference between rakza 7 and Mantra M ?,0
801,I've boosted it twice now over a span of several months.,0
800,".. On the other hand, a fellow club-mate bought the same one in Red, around the same time, and it plays kind of weird - The ball seems to just slip of the rubber...I've found major inconsistencies with the balls - More recently, with DHS D40+ (Ding Ning on the box) ...",0
449,Because some of them are red sheets.,0
2169,Euro rubbers.,0
3578,Would it be better to use TG2N on forehand than TG3N?,0
915,"There are cheap boosters out there, Wendy's is something like $10 for 100 ml on ebay.",0
583,Therefore I usually played worse with TG2 than with H3.,1
1774,But: What booster is recommended for Neo Skyline 2?,0
1323,Once they asked Topsy bear what he would prefer - butter or cheese.,0
419,"That advantage, for me, was more than compensated by GA8/50s handling in the short game, blocks, counters.",2
2950,I had a stiga offensive classic briefly after a stiga all round and didn't like it.,0
874,"Same markings, same topsheet at least.",0
3602,I went and got Instinct Blade - and 729 FX-C Rubbers on both sides.,0
475,"Incidentally, Ma long uses 42 degrees, most of us shouldn't.",0
1442,"i think I better stay with EL-P, which is good variation for FH rubber enough spin, enough fast and enough hard.",3
1745,And you also could obtain a CJ8000 topsheet and combine it with any other sponge you may like.,0
441,"Not only that, apparently pros who use it also boost the heck out of it.",0
1783,"Seriously, as LordCope says, I think you can just ignore it, you probably won't notice a difference since the effect fades away slowly rather than all at once.",0
571,Iskandar,0
103,Trial and error.,0
1754,"Then get another two from in between, and repeat!",0
4139,Looking forward for the review apophis!,0
43,"If you block more and are a bit more passive in the short game, the more linear precision of T64 and T80 might be more to your liking.",2
253,"Thanx, I'm a loop oriented player on both wings.",0
3593,"I want something as close to my former GSE, but not slower or less spinnier.",0
2057,or any other thoughts?,0
651,"Watching some videos (mainly Brett's) helped, but what REALLY helped was some coaching and time with a robot.",0
407,"Well considering the possible difference in skill and technique, and the fact that anyone can rate, its kind of hard to really be 100% reliable.",0
4096,"I played the last tournament with Rasant on my backhand, ultimately it's too fast for me but it makes a lot of spin with the speed and has enough grip to do just about anything you want against serve, if you have the confidence to use it how it want's to be used and that's something very important with this rubber.",0
415,People tend to think that it helps to spin the ball.,0
258,IMO it is designed for close to the table game.,3
497,I did not like either for my BH... but that was ME and my opinion about what was suitable for my way of striking the ball.,0
1426,"FH block: safe, but you nedd to block actively.",4
224,"Tenergy has a slightly higher throw angle than Baracuda, so looping heavy chops may be a little bit easier, with a greater arc on the ball.",1
651,In serving its Fantastic.,4
579,Supposedly the top players who use it boost the heck out of it.,0
1879,Hi.,0
856,I specified that my current rubber was 1.7mm by way of telling you what I was currently using and neglected to specify that I wasn't looking to get a similarly thin sponge.,0
897,"I'm surprised that a tensor could go ""dead"" in a month with only moderate use.",0
1209,I already tried a 50° Tensor on my backhand.,0
647,I'm still waiting for my Sanwei M8 blade to be delivered from aliexpress and I'm hoping that the 1.7mm would be back in stock by then.,0
2046,but way easier to play.,2
750,"Yogi,",0
408,It was OOS for a while but seems to be back in stock again.,0
2000,"The Tenergy 05 is easier to spin with, so that's probably the better choice.",3
