thread_title,URL,author,num_reply
Evolution MX-S on Tibhar Stratus Power Wood??,showthread.php?11854-Evolution-MX-S-on-Tibhar-Stratus-Power-Wood&s=3c84fc5a7a3d606bd5e661f368ed3358,ridderz65,5
Ttnpp vs prott,showthread.php?4488-Ttnpp-vs-prott&s=3c84fc5a7a3d606bd5e661f368ed3358,revulucao,29
Blade Advise needed,showthread.php?11768-Blade-Advise-needed&s=3c84fc5a7a3d606bd5e661f368ed3358,artemis,41
a rubber close to T05 FX but with sound ?,showthread.php?11823-a-rubber-close-to-T05-FX-but-with-sound&s=3c84fc5a7a3d606bd5e661f368ed3358,violoniste18,12
globe 999 national vs dhs hurricanes and skylines,showthread.php?11791-globe-999-national-vs-dhs-hurricanes-and-skylines&s=3c84fc5a7a3d606bd5e661f368ed3358,denizyilmaz,3
Ping Pong Depot Black Friday Sale,showthread.php?11782-Ping-Pong-Depot-Black-Friday-Sale&s=3c84fc5a7a3d606bd5e661f368ed3358,keenansouthall,0
Closest rubber you can get to Adidas P7?,showthread.php?11753-Closest-rubber-you-can-get-to-Adidas-P7&s=3c84fc5a7a3d606bd5e661f368ed3358,ridderz65,8
How did you decide Chinese versus Tensor rubber on FH?,showthread.php?11405-How-did-you-decide-Chinese-versus-Tensor-rubber-on-FH&s=3c84fc5a7a3d606bd5e661f368ed3358,SpinWins,155
Rubber suggestions,showthread.php?11774-Rubber-suggestions&s=3c84fc5a7a3d606bd5e661f368ed3358,SteveO,0
Need more spin after the plastic ball!,showthread.php?11657-Need-more-spin-after-the-plastic-ball!&s=3c84fc5a7a3d606bd5e661f368ed3358,eduardo1995filipe,19
Boosting legal or not?,showthread.php?11552-Boosting-legal-or-not&s=3c84fc5a7a3d606bd5e661f368ed3358,eduardo1995filipe,10
Donic Bluefire M1 turbo vs Nittaku Fastarc G-1,showthread.php?11736-Donic-Bluefire-M1-turbo-vs-Nittaku-Fastarc-G-1&s=3c84fc5a7a3d606bd5e661f368ed3358,Wong Qi En,1
Stiga Airoc Astro 2.3 !!!,showthread.php?11694-Stiga-Airoc-Astro-2-3-!!!&s=3c84fc5a7a3d606bd5e661f368ed3358,Gezim,3
Fh rubber for initiating loop from backspin,showthread.php?11678-Fh-rubber-for-initiating-loop-from-backspin&s=3c84fc5a7a3d606bd5e661f368ed3358,Sali,15
cornilleou target pro gt-h47 and target pro gt-s39 rubbers review,showthread.php?11689-cornilleou-target-pro-gt-h47-and-target-pro-gt-s39-rubbers-review&s=3c84fc5a7a3d606bd5e661f368ed3358,T.P.M Umasankar,0
Tibhar Nianmor,showthread.php?11670-Tibhar-Nianmor&s=3c84fc5a7a3d606bd5e661f368ed3358,Rayeez,2
Re-using removed rubbers,showthread.php?11575-Re-using-removed-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,Medax,24
List of all rubber families and their characteristics,showthread.php?11543-List-of-all-rubber-families-and-their-characteristics&s=3c84fc5a7a3d606bd5e661f368ed3358,Hamasaki_Fanz,6
The moment that you switch from inverted to short pips ou long pips,showthread.php?11505-The-moment-that-you-switch-from-inverted-to-short-pips-ou-long-pips&s=3c84fc5a7a3d606bd5e661f368ed3358,eduardo1995filipe,5
Help! Looking to Upgrade from Spin Art BH and Roundell FH,showthread.php?11044-Help!-Looking-to-Upgrade-from-Spin-Art-BH-and-Roundell-FH&s=3c84fc5a7a3d606bd5e661f368ed3358,TableTennisOverEverything,33
H3 NEO for a beginner,showthread.php?11493-H3-NEO-for-a-beginner&s=3c84fc5a7a3d606bd5e661f368ed3358,Musaab,13
Andro Rasant PowerGrip identical alternative help?,showthread.php?11496-Andro-Rasant-PowerGrip-identical-alternative-help&s=3c84fc5a7a3d606bd5e661f368ed3358,Kokain,1
What does the thickness of the rubber do?,showthread.php?11427-What-does-the-thickness-of-the-rubber-do&s=3c84fc5a7a3d606bd5e661f368ed3358,[email protected],7
How much does it affect me if I get Chinese rubber but I don't play Chinese style?,showthread.php?11461-How-much-does-it-affect-me-if-I-get-Chinese-rubber-but-I-don-t-play-Chinese-style&s=3c84fc5a7a3d606bd5e661f368ed3358,[email protected],4
How do you cut your rubber?,showthread.php?11690-How-do-you-cut-your-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,keenansouthall,23
What do you think of this rubber?,showthread.php?11570-What-do-you-think-of-this-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,anschutz,9
Stag rubbers,showthread.php?11032-Stag-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,Greco,12
New rubber,showthread.php?11331-New-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,bolterixus,149
Advice needed.......,showthread.php?11409-Advice-needed&s=3c84fc5a7a3d606bd5e661f368ed3358,Pricey 11,6
"While the EJs are up, what rubber is this? SO AMAZING",showthread.php?11413-While-the-EJs-are-up-what-rubber-is-this-SO-AMAZING&s=3c84fc5a7a3d606bd5e661f368ed3358,Hamasaki_Fanz,3
"good Forehand, weak Backhand - Bh Rubber setup?",showthread.php?11356-good-Forehand-weak-Backhand-Bh-Rubber-setup&s=3c84fc5a7a3d606bd5e661f368ed3358,SpinWins,18
Popular European rubbers of similar speed to 729 Focus 3 Snipe,showthread.php?11283-Popular-European-rubbers-of-similar-speed-to-729-Focus-3-Snipe&s=3c84fc5a7a3d606bd5e661f368ed3358,ronz91,13
Rubber for begginer,showthread.php?11336-Rubber-for-begginer&s=3c84fc5a7a3d606bd5e661f368ed3358,hTheMennace,15
"Rubberquestions (no, their already bought!)",showthread.php?11294-Rubberquestions-(no-their-already-bought!)&s=3c84fc5a7a3d606bd5e661f368ed3358,Liten,31
Rubber advice for Stiga All-Round Classic Blade,showthread.php?11328-Rubber-advice-for-Stiga-All-Round-Classic-Blade&s=3c84fc5a7a3d606bd5e661f368ed3358,Dragan Glas,26
reliable resources of dhs h3 national provincial rubbers,showthread.php?11322-reliable-resources-of-dhs-h3-national-provincial-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,denizyilmaz,41
Looking for a new rubber,showthread.php?11299-Looking-for-a-new-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,po-stit,7
Rubbers for DHS Hurricane Long V,showthread.php?11277-Rubbers-for-DHS-Hurricane-Long-V&s=3c84fc5a7a3d606bd5e661f368ed3358,alex5908,39
advise for new rubber,showthread.php?11291-advise-for-new-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,artemis,5
Tenergy Alternative (2015),showthread.php?11260-Tenergy-Alternative-(2015)&s=3c84fc5a7a3d606bd5e661f368ed3358,TTHopeful,3
Searching for the most spinny rubber in fh pls help :D(yinhe big dipper),showthread.php?11213-Searching-for-the-most-spinny-rubber-in-fh-pls-help-D(yinhe-big-dipper)&s=3c84fc5a7a3d606bd5e661f368ed3358,denizyilmaz,5
Help me choose a Xiom rubber,showthread.php?11203-Help-me-choose-a-Xiom-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,Machine_Head,5
Tips for a good BH rubber,showthread.php?11205-Tips-for-a-good-BH-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,TimoFan,4
Recommended rubbers ?,showthread.php?11193-Recommended-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,jy99.my,12
Which Rubber do you think got the nicest sound?,showthread.php?10880-Which-Rubber-do-you-think-got-the-nicest-sound&s=3c84fc5a7a3d606bd5e661f368ed3358,Outerveneer,26
"Is Andro hexer 1,9 good as bh rubber",showthread.php?11175-Is-Andro-hexer-1-9-good-as-bh-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,Hustler37,5
durability of donic bluefire jp01 turbo,showthread.php?11103-durability-of-donic-bluefire-jp01-turbo&s=3c84fc5a7a3d606bd5e661f368ed3358,lexdchopper,4
Does babyoil/olive oil work on Hurricane neo3 without booster???,showthread.php?11119-Does-babyoil-olive-oil-work-on-Hurricane-neo3-without-booster&s=3c84fc5a7a3d606bd5e661f368ed3358,Hustler37,18
H3 Neo Provincial vs Commercial,showthread.php?11134-H3-Neo-Provincial-vs-Commercial&s=3c84fc5a7a3d606bd5e661f368ed3358,Hamasaki_Fanz,0
How many Tenergy rubbers are sold each year?,showthread.php?11061-How-many-Tenergy-rubbers-are-sold-each-year&s=3c84fc5a7a3d606bd5e661f368ed3358,TTHopeful,1
Backhand rubber,showthread.php?10879-Backhand-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,TareqPhoto,73
Sponge Softness Comparison,showthread.php?10983-Sponge-Softness-Comparison&s=3c84fc5a7a3d606bd5e661f368ed3358,StuartMarquis,4
Rubber thickness,showthread.php?10922-Rubber-thickness&s=3c84fc5a7a3d606bd5e661f368ed3358,Topspinner,33
Viscaria FL,showthread.php?10899-Viscaria-FL&s=3c84fc5a7a3d606bd5e661f368ed3358,saibear,0
Tenergy 05 vs Tibhar Evolution MX-S vs Donic Acuda Blue P1,showthread.php?10877-Tenergy-05-vs-Tibhar-Evolution-MX-S-vs-Donic-Acuda-Blue-P1&s=3c84fc5a7a3d606bd5e661f368ed3358,Pooh1256,4
Has anyone tried any Victas Rubber,showthread.php?10864-Has-anyone-tried-any-Victas-Rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,amekun,1
Prott.cc,showthread.php?10814-Prott-cc&s=3c84fc5a7a3d606bd5e661f368ed3358,chrisleon,8
The best rubber/rubbers from each brand?? Post your thoughts!,showthread.php?10604-The-best-rubber-rubbers-from-each-brand-Post-your-thoughts!&s=3c84fc5a7a3d606bd5e661f368ed3358,Tompa8888,9
"New setup, need advice",showthread.php?10761-New-setup-need-advice&s=3c84fc5a7a3d606bd5e661f368ed3358,jley,5
Stiga Airoc M or Tenergy 05?,showthread.php?10695-Stiga-Airoc-M-or-Tenergy-05&s=3c84fc5a7a3d606bd5e661f368ed3358,AndyCouchman,2
Light rubber with high throw,showthread.php?10656-Light-rubber-with-high-throw&s=3c84fc5a7a3d606bd5e661f368ed3358,Striker_,1
Has anyone tried the new AIROC ASTRO M & S ??,showthread.php?10595-Has-anyone-tried-the-new-AIROC-ASTRO-M-amp-S&s=3c84fc5a7a3d606bd5e661f368ed3358,Tompa8888,9
Update on xiom rubbers!?,showthread.php?10616-Update-on-xiom-rubbers!&s=3c84fc5a7a3d606bd5e661f368ed3358,Tompa8888,1
Rubber advice for Rosewood V,showthread.php?10478-Rubber-advice-for-Rosewood-V&s=3c84fc5a7a3d606bd5e661f368ed3358,Paccheco,7
Where i actually buy friendship/729 rubbers,showthread.php?10565-Where-i-actually-buy-friendship-729-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,eduardo1995filipe,8
Looking for a sticky defensive rubber for BH,showthread.php?10551-Looking-for-a-sticky-defensive-rubber-for-BH&s=3c84fc5a7a3d606bd5e661f368ed3358,StuartMarquis,2
Timo Boll All Round rubber advice (Amateur player),showthread.php?10545-Timo-Boll-All-Round-rubber-advice-(Amateur-player)&s=3c84fc5a7a3d606bd5e661f368ed3358,lukasz,0
Rubber side structure comparison photo,showthread.php?10832-Rubber-side-structure-comparison-photo&s=3c84fc5a7a3d606bd5e661f368ed3358,bobpuls,0
Hurricane 3 Neo Or Hurricane 3,showthread.php?10527-Hurricane-3-Neo-Or-Hurricane-3&s=3c84fc5a7a3d606bd5e661f368ed3358,SCORPION,8
Looking for new BH rubber with lots of Control,showthread.php?10494-Looking-for-new-BH-rubber-with-lots-of-Control&s=3c84fc5a7a3d606bd5e661f368ed3358,Sander044,16
Rubber for Carbonado 190?,showthread.php?10525-Rubber-for-Carbonado-190&s=3c84fc5a7a3d606bd5e661f368ed3358,F1lle,5
The Other Rubber Recommendation Thread,showthread.php?10495-The-Other-Rubber-Recommendation-Thread&s=3c84fc5a7a3d606bd5e661f368ed3358,iHatePONGPING,2
Rubber Recommendations,showthread.php?10338-Rubber-Recommendations&s=3c84fc5a7a3d606bd5e661f368ed3358,AliMallochTT,22
Rubbers for max spin ?,showthread.php?10492-Rubbers-for-max-spin&s=3c84fc5a7a3d606bd5e661f368ed3358,AndyCouchman,3
Rubber Advice,showthread.php?10474-Rubber-Advice&s=3c84fc5a7a3d606bd5e661f368ed3358,DamionW,6
Rubber advice next season,showthread.php?10461-Rubber-advice-next-season&s=3c84fc5a7a3d606bd5e661f368ed3358,JulienB,3
Choosing the perfect backhand rubber to a forehand-oriented player,showthread.php?10445-Choosing-the-perfect-backhand-rubber-to-a-forehand-oriented-player&s=3c84fc5a7a3d606bd5e661f368ed3358,eduardo1995filipe,12
Bryce Speed and Bryce Speed FX - Why no one uses that rubbers??,showthread.php?10449-Bryce-Speed-and-Bryce-Speed-FX-Why-no-one-uses-that-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,eduardo1995filipe,10
Rubber recommendation.,showthread.php?10413-Rubber-recommendation&s=3c84fc5a7a3d606bd5e661f368ed3358,iCupboard,60
Old Tenergy required,showthread.php?10405-Old-Tenergy-required&s=3c84fc5a7a3d606bd5e661f368ed3358,AndyH,2
Blue Sponge or Orange Sponge,showthread.php?10337-Blue-Sponge-or-Orange-Sponge&s=3c84fc5a7a3d606bd5e661f368ed3358,AliMallochTT,20
Rubber sponge thickness,showthread.php?10421-Rubber-sponge-thickness&s=3c84fc5a7a3d606bd5e661f368ed3358,TareqPhoto,3
Sriver update after 6-7 years,showthread.php?10214-Sriver-update-after-6-7-years&s=3c84fc5a7a3d606bd5e661f368ed3358,Kokain,15
Hurricane 3 neo blue sponge,showthread.php?10399-Hurricane-3-neo-blue-sponge&s=3c84fc5a7a3d606bd5e661f368ed3358,neklvlmooster,4
Tenergy combinations,showthread.php?10310-Tenergy-combinations&s=3c84fc5a7a3d606bd5e661f368ed3358,AliMallochTT,36
Tenergy 80 FX on a Sardius blade,showthread.php?10332-Tenergy-80-FX-on-a-Sardius-blade&s=3c84fc5a7a3d606bd5e661f368ed3358,bombabiyo,4
Cheapest Tenergy Store,showthread.php?10311-Cheapest-Tenergy-Store&s=3c84fc5a7a3d606bd5e661f368ed3358,AliMallochTT,13
which rubber should i use,showthread.php?10219-which-rubber-should-i-use&s=3c84fc5a7a3d606bd5e661f368ed3358,tantray fardeen,12
Boosting help,showthread.php?10254-Boosting-help&s=3c84fc5a7a3d606bd5e661f368ed3358,Pricey 11,12
Acuda S2 vs Vega japan,showthread.php?10235-Acuda-S2-vs-Vega-japan&s=3c84fc5a7a3d606bd5e661f368ed3358,toppines,1
Bluefire M1 Turbo or JP01 Turbo?,showthread.php?10201-Bluefire-M1-Turbo-or-JP01-Turbo&s=3c84fc5a7a3d606bd5e661f368ed3358,Tompa8888,8
Rakza 7 vs Calibra Lt pros cons which one is the one?,showthread.php?10196-Rakza-7-vs-Calibra-Lt-pros-cons-which-one-is-the-one&s=3c84fc5a7a3d606bd5e661f368ed3358,Tompa8888,3
Rubbers rubbers ..... complicated story,showthread.php?10178-Rubbers-rubbers-complicated-story&s=3c84fc5a7a3d606bd5e661f368ed3358,TareqPhoto,13
New rubbers,showthread.php?10177-New-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,SteveO,0
Palio Thors or Yinhe Big dipper??,showthread.php?10128-Palio-Thors-or-Yinhe-Big-dipper&s=3c84fc5a7a3d606bd5e661f368ed3358,tt-cro,4
Butterfly Spinart vs Yinhe Big Dipper vs Haifu Blue Whale 2,showthread.php?10122-Butterfly-Spinart-vs-Yinhe-Big-Dipper-vs-Haifu-Blue-Whale-2&s=3c84fc5a7a3d606bd5e661f368ed3358,harveyaquino,0
Donic Bluefire KR.........,showthread.php?10009-Donic-Bluefire-KR&s=3c84fc5a7a3d606bd5e661f368ed3358,Pricey 11,11
Donic Bluefire m1Turbo for Sale,showthread.php?10043-Donic-Bluefire-m1Turbo-for-Sale&s=3c84fc5a7a3d606bd5e661f368ed3358,Pricey 11,0
"combination with H3, set-up",showthread.php?8182-combination-with-H3-set-up&s=3c84fc5a7a3d606bd5e661f368ed3358,virtuososiu,22
Is there a comprehensive and clear video/article explaining rubber characteristics?,showthread.php?10019-Is-there-a-comprehensive-and-clear-video-article-explaining-rubber-characteristics&s=3c84fc5a7a3d606bd5e661f368ed3358,ronz91,0
best budget european rubbers for attacking close to the table,showthread.php?10018-best-budget-european-rubbers-for-attacking-close-to-the-table&s=3c84fc5a7a3d606bd5e661f368ed3358,ronz91,0
Andro rasant powergrip for sale.........,showthread.php?9538-Andro-rasant-powergrip-for-sale&s=3c84fc5a7a3d606bd5e661f368ed3358,Pricey 11,4
Ovtcharov Carbospeed with Hurricane Rubbers?,showthread.php?9986-Ovtcharov-Carbospeed-with-Hurricane-Rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,Ovcharov Carbospeed,0
Chinese Rubber vs European Rubbers. What are the key differences?,showthread.php?9948-Chinese-Rubber-vs-European-Rubbers-What-are-the-key-differences&s=3c84fc5a7a3d606bd5e661f368ed3358,ronz91,15
729 Focus 3 Snipe info,showthread.php?9907-729-Focus-3-Snipe-info&s=3c84fc5a7a3d606bd5e661f368ed3358,ronz91,6
The bsest looping and attacking rubber?!,showthread.php?10206-The-bsest-looping-and-attacking-rubber-!&s=3c84fc5a7a3d606bd5e661f368ed3358,Tompa8888,32
Which rubber should I use?,showthread.php?10047-Which-rubber-should-I-use&s=3c84fc5a7a3d606bd5e661f368ed3358,Abhinaf,28
Professional Tenergy........,showthread.php?9478-Professional-Tenergy&s=3c84fc5a7a3d606bd5e661f368ed3358,Pricey 11,43
Gluing rubbers onto a new blade (tips please),showthread.php?9900-Gluing-rubbers-onto-a-new-blade-(tips-please)&s=3c84fc5a7a3d606bd5e661f368ed3358,JoshGSY,4
Table Tennis tables California,showthread.php?9947-Table-Tennis-tables-California&s=3c84fc5a7a3d606bd5e661f368ed3358,mytabletennis,0
Forehand rubber for defender,showthread.php?9899-Forehand-rubber-for-defender&s=3c84fc5a7a3d606bd5e661f368ed3358,knuspi2,10
Do I need to tune my rubber?,showthread.php?9707-Do-I-need-to-tune-my-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,DHSHardeep_121,4
Dhs hurricane 3 national orange sponge,showthread.php?9285-Dhs-hurricane-3-national-orange-sponge&s=3c84fc5a7a3d606bd5e661f368ed3358,cavewaits,4
Timo Boll ALC + Mark Vs or Srivers?,showthread.php?9464-Timo-Boll-ALC-Mark-Vs-or-Srivers&s=3c84fc5a7a3d606bd5e661f368ed3358,Arson,6
[BEGINNER] help needed with rubbers,showthread.php?9439-BEGINNER-help-needed-with-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,The Penhold,40
729 rubbers,showthread.php?9456-729-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,ronz91,7
Rasant Powergrip or Tenergy 64,showthread.php?9425-Rasant-Powergrip-or-Tenergy-64&s=3c84fc5a7a3d606bd5e661f368ed3358,baltalon2005,19
Rubber spreadsheet,showthread.php?9442-Rubber-spreadsheet&s=3c84fc5a7a3d606bd5e661f368ed3358,Sinukal,0
Best setup for learning defense.,showthread.php?9413-Best-setup-for-learning-defense&s=3c84fc5a7a3d606bd5e661f368ed3358,xVill,9
Going to the dark side......,showthread.php?9382-Going-to-the-dark-side&s=3c84fc5a7a3d606bd5e661f368ed3358,Pricey 11,1
What rubbers on yinhe DHS Hurricane Hao III?,showthread.php?9366-What-rubbers-on-yinhe-DHS-Hurricane-Hao-III&s=3c84fc5a7a3d606bd5e661f368ed3358,tercsab,6
New Mizuno rubbers,showthread.php?9367-New-Mizuno-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,dio_hgw,2
Blank marks on Rubber?,showthread.php?9317-Blank-marks-on-Rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,Kaizoku,5
Best ultra budget all-round rubbers,showthread.php?9245-Best-ultra-budget-all-round-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,ronz91,9
Tenergy 05 FX,showthread.php?9228-Tenergy-05-FX&s=3c84fc5a7a3d606bd5e661f368ed3358,gjcbento,2
Spinny rubbers,showthread.php?9896-Spinny-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,Cornel,17
What is this spot on my rubber?,showthread.php?9436-What-is-this-spot-on-my-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,Arson,6
New H3 Neo - Dirt on it won't come off..,showthread.php?9175-New-H3-Neo-Dirt-on-it-won-t-come-off&s=3c84fc5a7a3d606bd5e661f368ed3358,Donow,45
Hardness of sponge - what does it mean,showthread.php?9213-Hardness-of-sponge-what-does-it-mean&s=3c84fc5a7a3d606bd5e661f368ed3358,alexander.groh,8
Rubber for Ma Lin Ghost Serve,showthread.php?9127-Rubber-for-Ma-Lin-Ghost-Serve&s=3c84fc5a7a3d606bd5e661f368ed3358,chiz,48
DHS Hurricane 3-50 & 3-60,showthread.php?9158-DHS-Hurricane-3-50-amp-3-60&s=3c84fc5a7a3d606bd5e661f368ed3358,TTjhonel04,1
M1 or M1 Turbo?,showthread.php?9149-M1-or-M1-Turbo&s=3c84fc5a7a3d606bd5e661f368ed3358,pipott,8
Is the DHS Hurricane III Neo suited for slow spinny topspins?,showthread.php?9095-Is-the-DHS-Hurricane-III-Neo-suited-for-slow-spinny-topspins&s=3c84fc5a7a3d606bd5e661f368ed3358,anchorschmidt,38
M1 or M1 Turbo?,showthread.php?9148-M1-or-M1-Turbo&s=3c84fc5a7a3d606bd5e661f368ed3358,pipott,0
Oil/Grease In Bat Case...,showthread.php?9119-Oil-Grease-In-Bat-Case&s=3c84fc5a7a3d606bd5e661f368ed3358,rycyt,2
Tenergy 05 and 64 alternatives,showthread.php?8925-Tenergy-05-and-64-alternatives&s=3c84fc5a7a3d606bd5e661f368ed3358,alex5908,27
New rubbers (coming from Dhs),showthread.php?8972-New-rubbers-(coming-from-Dhs)&s=3c84fc5a7a3d606bd5e661f368ed3358,Greco,20
Question about re-glueing rubbers,showthread.php?9107-Question-about-re-glueing-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,anchorschmidt,7
Alternative to t64 (fh),showthread.php?9005-Alternative-to-t64-(fh)&s=3c84fc5a7a3d606bd5e661f368ed3358,tomkei,2
Beginner - change from DHS to Sriver?,showthread.php?8908-Beginner-change-from-DHS-to-Sriver&s=3c84fc5a7a3d606bd5e661f368ed3358,Lanky Git,16
"Nittaku Alhelg, Mizuno Quasar and Yasaka Rakza X",showthread.php?8915-Nittaku-Alhelg-Mizuno-Quasar-and-Yasaka-Rakza-X&s=3c84fc5a7a3d606bd5e661f368ed3358,orient,1
Butterfly Tenergy 25,showthread.php?8883-Butterfly-Tenergy-25&s=3c84fc5a7a3d606bd5e661f368ed3358,gjcbento,5
Attacking from Tibhar grass Ultra,showthread.php?8819-Attacking-from-Tibhar-grass-Ultra&s=3c84fc5a7a3d606bd5e661f368ed3358,clarkson,5
TSP CurlP4,showthread.php?8829-TSP-CurlP4&s=3c84fc5a7a3d606bd5e661f368ed3358,TTplayer91,0
I need advice with short pimples,showthread.php?8793-I-need-advice-with-short-pimples&s=3c84fc5a7a3d606bd5e661f368ed3358,Sali,12
Help for my BH rubber needed!,showthread.php?8748-Help-for-my-BH-rubber-needed!&s=3c84fc5a7a3d606bd5e661f368ed3358,rycyt,24
Rubber for Spinny Serves,showthread.php?2089-Rubber-for-Spinny-Serves&s=3c84fc5a7a3d606bd5e661f368ed3358,Knuckle Ball,28
Baracuda vs coppa x1 gold vs rakza 7,showthread.php?8724-Baracuda-vs-coppa-x1-gold-vs-rakza-7&s=3c84fc5a7a3d606bd5e661f368ed3358,Topspinner,2
Chinese vs Euro rubbers,showthread.php?8669-Chinese-vs-Euro-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,ZED,1
What rubber/s has/ve more spin than T05 but less speed?,showthread.php?8659-What-rubber-s-has-ve-more-spin-than-T05-but-less-speed&s=3c84fc5a7a3d606bd5e661f368ed3358,Zaidam,7
Help with rubbers!,showthread.php?8601-Help-with-rubbers!&s=3c84fc5a7a3d606bd5e661f368ed3358,asherd,6
Will Baracuda hinder my game?,showthread.php?8609-Will-Baracuda-hinder-my-game&s=3c84fc5a7a3d606bd5e661f368ed3358,anchorschmidt,3
How to boost rubber,showthread.php?8572-How-to-boost-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,tt-cro,19
Kokutaku BLutenkirshce 868,showthread.php?8565-Kokutaku-BLutenkirshce-868&s=3c84fc5a7a3d606bd5e661f368ed3358,tt-cro,12
Setup advice,showthread.php?8470-Setup-advice&s=3c84fc5a7a3d606bd5e661f368ed3358,Topspinner,9
Friendship/729 Aurora,showthread.php?8388-Friendship-729-Aurora&s=3c84fc5a7a3d606bd5e661f368ed3358,tt-cro,4
Three Nine Super 999T rubber,showthread.php?8460-Three-Nine-Super-999T-rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,tt-cro,19
BH rubber advice,showthread.php?8104-BH-rubber-advice&s=3c84fc5a7a3d606bd5e661f368ed3358,huri,5
xiom or tenergy?,showthread.php?848-xiom-or-tenergy&s=3c84fc5a7a3d606bd5e661f368ed3358,cjordan-t64,46
xiom vega europe or Stiga calibra lt?,showthread.php?8412-xiom-vega-europe-or-Stiga-calibra-lt&s=3c84fc5a7a3d606bd5e661f368ed3358,Axel gib,12
backhand advice T05fx vs. T64,showthread.php?8370-backhand-advice-T05fx-vs-T64&s=3c84fc5a7a3d606bd5e661f368ed3358,Butt Stallion,16
New rubbers.,showthread.php?5088-New-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,nymose,14
Tuttle Beijing 4 any good ?,showthread.php?2714-Tuttle-Beijing-4-any-good&s=3c84fc5a7a3d606bd5e661f368ed3358,phillypong,7
all about Blue Sponges,showthread.php?8087-all-about-Blue-Sponges&s=3c84fc5a7a3d606bd5e661f368ed3358,TTjhonel04,20
Anyone knows of Nittaku DHS hurricane 3?,showthread.php?8223-Anyone-knows-of-Nittaku-DHS-hurricane-3&s=3c84fc5a7a3d606bd5e661f368ed3358,TTjhonel04,28
Us$10 tenergy 64???,showthread.php?8516-Us-10-tenergy-64&s=3c84fc5a7a3d606bd5e661f368ed3358,ZED,36
Butterfly Edge tape,showthread.php?8574-Butterfly-Edge-tape&s=3c84fc5a7a3d606bd5e661f368ed3358,tt-cro,11
How to Glue a Shrinking Rubberr,showthread.php?8402-How-to-Glue-a-Shrinking-Rubberr&s=3c84fc5a7a3d606bd5e661f368ed3358,elrigo99,8
What rubbers are tensors?,showthread.php?8216-What-rubbers-are-tensors&s=3c84fc5a7a3d606bd5e661f368ed3358,Zaidam,12
Connection to DHS Official answer DHS Hurricane 8,showthread.php?7761-Connection-to-DHS-Official-answer-DHS-Hurricane-8&s=3c84fc5a7a3d606bd5e661f368ed3358,ansonlau3,9
Spinniest/best rubber you know?,showthread.php?7823-Spinniest-best-rubber-you-know&s=3c84fc5a7a3d606bd5e661f368ed3358,Butt Stallion,20
Difference between black rubbers and red rubbers???,showthread.php?849-Difference-between-black-rubbers-and-red-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,Hoi Tak L.,28
Shrinking Rubber,showthread.php?8109-Shrinking-Rubber&s=3c84fc5a7a3d606bd5e661f368ed3358,SpinQuark,21
Factory tuned rubbers,showthread.php?8088-Factory-tuned-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,tt-cro,4
Hurricane 3 Neo,showthread.php?8033-Hurricane-3-Neo&s=3c84fc5a7a3d606bd5e661f368ed3358,Sophannarong,5
Cheap place to buy rubbers,showthread.php?8041-Cheap-place-to-buy-rubbers&s=3c84fc5a7a3d606bd5e661f368ed3358,hamo94,0
Forehand Rubber Change,showthread.php?8024-Forehand-Rubber-Change&s=3c84fc5a7a3d606bd5e661f368ed3358,Shiro,12
similar rubber to donic coppa jo silver?,showthread.php?7976-similar-rubber-to-donic-coppa-jo-silver&s=3c84fc5a7a3d606bd5e661f368ed3358,porcupine,3
